	gi|410491675|ref|YP_006906897.1|	gi|410491180|ref|YP_006906402.1|	gi|410491776|ref|YP_006906998.1|	gi|410490805|ref|YP_006906027.1|	gi|410491319|ref|YP_006906541.1|	gi|410491862|ref|YP_006907130.1|	gi|410491366|ref|YP_006906588.1|	gi|410491551|ref|YP_006906773.1|	gi|410507466|ref|YP_006907084.1|	gi|410491272|ref|YP_006906494.1|	gi|713322753|ref|YP_009102368.1|	gi|422934581|ref|YP_007004542.1|	gi|712914998|ref|YP_009102635.1|	gi|713322464|ref|YP_009098548.1|	gi|431811068|ref|YP_007238135.1|	gi|9634120|ref|NP_037662.1|	gi|9634165|ref|NP_037697.1|	gi|356870678|ref|YP_004934108.1|	gi|401817591|ref|YP_006590033.1|	gi|30387380|ref|NP_848209.1|	gi|155370097|ref|YP_512255.2|	gi|418487632|ref|YP_007001972.1|	gi|414088503|ref|YP_006988681.1|	gi|414089191|ref|YP_006989359.1|	gi|414088030|ref|YP_006988213.1|	gi|414089560|ref|YP_006989712.1|	gi|414088836|ref|YP_006989009.1|	gi|414089910|ref|YP_006990057.1|	gi|658607725|ref|YP_009044728.1|	gi|399528545|ref|YP_006560467.1|	gi|658607992|ref|YP_009044962.1|	gi|472437228|ref|YP_007676639.1|	gi|658607314|ref|YP_009044305.1|	gi|472438189|ref|YP_007677968.1|	gi|658607773|ref|YP_009044771.1|	gi|658607897|ref|YP_009044882.1|	gi|658607945|ref|YP_009044923.1|	gi|658607213|ref|YP_009044218.1|	gi|115315629|ref|YP_764315.1|	gi|9629654|ref|NP_044947.1|	gi|194097522|ref|YP_002003989.1|	gi|115315573|ref|YP_764260.1|	gi|115304211|ref|YP_762512.1|	gi|422934279|ref|YP_007004320.1|	gi|51236745|ref|YP_063714.1|	gi|24371584|ref|NP_720325.1|	gi|389060536|ref|YP_006383887.1|	gi|422934327|ref|YP_007004361.1|	gi|392972711|ref|YP_006488671.1|	gi|589892714|ref|YP_009009150.1|	gi|526003597|ref|YP_008239542.1|	gi|239507397|ref|YP_002939708.1|	gi|658310460|ref|YP_009042650.1|	gi|712916121|ref|YP_009103886.1|	gi|225626398|ref|YP_002727893.1|	gi|589287155|ref|YP_009008899.1|	gi|327198110|ref|YP_004306640.1|	gi|589893044|ref|YP_009004371.1|	gi|21716107|ref|NP_663670.1|	gi|658608066|ref|YP_009045030.1|	gi|526244907|ref|YP_008320235.1|	gi|589286628|ref|YP_009006566.1|	gi|589286244|ref|YP_009005233.1|	gi|56694901|ref|YP_164411.1|	gi|197261558|ref|YP_002154373.1|	gi|712912424|ref|YP_009099335.1|	gi|31544027|ref|NP_852752.1|	gi|327198524|ref|YP_004327111.1|	gi|571798129|ref|YP_008770508.1|	gi|568191533|ref|YP_008771319.1|	gi|56692920|ref|YP_164302.1|	gi|431809885|ref|YP_007236774.1|	gi|401723040|ref|YP_006589958.1|	gi|388570782|ref|YP_006383765.1|	gi|423262378|ref|YP_007010971.1|	gi|410490644|ref|YP_006905866.1|	gi|658311423|ref|YP_009044178.1|	gi|658608195|ref|YP_009045152.1|	gi|431810359|ref|YP_007237241.1|	gi|414090228|ref|YP_006990345.1|	gi|238801894|ref|YP_002925097.1|	gi|66391761|ref|YP_238485.1|	gi|273809772|ref|YP_003344847.1|	gi|118430761|ref|YP_873986.1|	gi|526178059|ref|YP_008241884.1|	gi|388570350|ref|YP_006382290.1|	gi|189427163|ref|YP_001949839.1|	gi|215401205|ref|YP_002332510.1|	gi|431809503|ref|YP_007236397.1|	gi|157311160|ref|YP_001469205.1|	gi|16798784|ref|NP_463462.1|	gi|658607661|ref|YP_009044672.1|	gi|90592609|ref|YP_529869.1|	gi|23455798|ref|NP_695171.1|	gi|589286245|ref|YP_009005234.1|	gi|62909765|ref|YP_227604.1|	gi|560185958|ref|YP_008853724.1|	gi|593779760|ref|YP_009017588.1|	gi|23505446|ref|NP_700374.1|	gi|418489384|ref|YP_007003201.1|	gi|77999989|ref|YP_358759.1|	gi|48697259|ref|YP_025026.1|	gi|219563198|ref|YP_002455790.1|	gi|281416386|ref|YP_003347410.1|	gi|9632896|ref|NP_049925.1|	gi|418489801|ref|YP_007003553.1|	gi|30089891|ref|NP_839921.1|	gi|589893763|ref|YP_009010472.1|	gi|281416464|ref|YP_003347384.1|	gi|589286873|ref|YP_009007068.1|	gi|418487841|ref|YP_007002072.1|	gi|418487691|ref|YP_007002014.1|	gi|62362370|ref|YP_224235.1|	gi|389060403|ref|YP_006383610.1|	gi|422935503|ref|YP_007005399.1|	gi|81343947|ref|YP_398963.1|	gi|45686308|ref|YP_003891.1|	gi|330858470|ref|YP_004414845.1|	gi|712912864|ref|YP_009099719.1|	gi|399529107|ref|YP_006561152.1|	gi|422936742|ref|YP_007007009.1|	gi|526176468|ref|YP_008240294.1|	gi|414090193|ref|YP_006990310.1|	gi|41179311|ref|NP_958529.1|	gi|410491821|ref|YP_006907043.1|	gi|388604638|ref|YP_006382530.1|	gi|589287064|ref|YP_009007857.1|	gi|448260094|ref|YP_007237471.1|	gi|568191883|ref|YP_008771667.1|	gi|609216899|ref|YP_008770876.1|	gi|460042513|ref|YP_007517943.1|	gi|113200616|ref|YP_717779.1|	gi|557307673|ref|YP_008767000.1|	gi|557307849|ref|YP_008767172.1|	gi|392972774|ref|YP_006488733.1|	gi|643319056|ref|YP_009036372.1|	gi|41179239|ref|NP_958578.1|	gi|422935567|ref|YP_007005468.1|	gi|410491651|ref|YP_006906873.1|	gi|418487072|ref|YP_007001466.1|	gi|116222004|ref|YP_794059.1|	gi|589890684|ref|YP_009006539.1|	gi|167600488|ref|YP_001671987.1|	gi|557307465|ref|YP_008766810.1|	gi|563399074|ref|YP_008858919.1|	gi|563399591|ref|YP_008859431.1|	gi|356870601|ref|YP_004934031.1|	gi|526177162|ref|YP_008241011.1|	gi|526177519|ref|YP_008241351.1|	gi|526177094|ref|YP_008240947.1|	gi|589893826|ref|YP_009010711.1|	gi|526177931|ref|YP_008241758.1|	gi|13559865|ref|NP_112075.1|	gi|53793590|ref|YP_112490.1|	gi|658310639|ref|YP_009042880.1|	gi|658607525|ref|YP_009044543.1|	gi|9632419|ref|NP_049391.1|	gi|526178334|ref|YP_008242156.1|	gi|89152480|ref|YP_512311.1|	gi|85701380|ref|YP_459965.1|	gi|418489112|ref|YP_007002966.1|	gi|20065964|ref|NP_612830.1|	gi|215401145|ref|YP_002332400.1|	gi|509139913|ref|YP_008058799.1|	gi|156603993|ref|YP_001429939.1|	gi|12719429|ref|NP_075500.1|	gi|148727154|ref|YP_001285648.1|	gi|109289941|ref|YP_655473.1|	gi|525972259|ref|YP_008239783.1|	gi|589891998|ref|YP_009008365.1|	gi|431809797|ref|YP_007236687.1|	gi|460042902|ref|YP_007518356.1|	gi|281416253|ref|YP_003347602.1|	gi|658607811|ref|YP_009044802.1|	gi|126011093|ref|YP_001039918.1|	gi|90592638|ref|YP_529552.1|	gi|589892181|ref|YP_009008546.1|	gi|167832346|ref|YP_001686737.1|	gi|213163901|ref|YP_002321453.1|	gi|658307382|ref|YP_009043080.1|	gi|281416361|ref|YP_003347495.1|	gi|281416254|ref|YP_003347603.1|	gi|326536848|ref|YP_004306102.1|	gi|17488504|ref|NP_510982.1|	gi|422935795|ref|YP_007005694.1|	gi|712915294|ref|YP_009102786.1|	gi|389060323|ref|YP_006383454.1|	gi|333798108|ref|YP_004508379.1|	gi|134287336|ref|YP_001110719.1|	gi|209901238|ref|YP_002290877.1|	gi|414090366|ref|YP_006990479.1|
gi|713322753|ref|YP_009102368.1|	 10.81	 10.81	 10.81	 10.81	 10.81	 10.81	 10.81	 10.81	 10.81	 10.81	100.00	 99.29	 99.29	 98.57	8.82	 10.29	 10.29	 10.29	7.27	6.78	8.47	8.47	 17.58	 11.22	 13.86	 14.85	 15.84	 15.84	5.66	5.66	5.66	5.66	5.66	5.66	 11.32	 11.32	 11.32	 11.32	0.00	0.00	0.00	0.00	0.00	 17.14	 17.14	 17.14	 17.14	8.47	8.47	 10.00	 12.07	 12.07	3.33	7.94	7.94	7.94	4.76	6.35	9.68	2.56	5.41	 17.02	 17.02	 10.20	 10.77	 10.17	9.43	6.67	3.64	3.64	 11.11	 11.48	6.90	2.56	0.00	6.98	6.98	6.98	6.67	 12.20	 13.51	 11.63	 11.63	 11.43	 11.43	 11.43	 17.14	 17.14	2.50	7.14	 11.54	 11.54	 10.42	8.51	8.70	2.22	3.57	 12.50	7.69	5.66	8.47	8.47	7.27	 12.20	9.43	 18.87	9.43	5.00	2.63	0.00	0.00	0.00	0.00	 20.00	0.00	 25.00	0.00	0.00	8.33	6.90	8.33	4.35	4.35	8.00	4.76	 17.65	0.00	 12.82	 16.22	 16.22	 31.58	 30.16	0.00	0.00	 10.00	 12.50	 18.42	8.82	8.16	8.16	8.16	 18.18	4.55	4.55	2.70	8.33	5.41	6.67	6.67	6.67	0.00	 12.50	 20.00	0.00	 14.29	 14.29	8.93	6.67	6.90	6.90	 18.18	 13.79	 15.79	 15.79	 15.79	 15.79	 16.00	6.90	6.90	5.56	-nan	0.00	5.26	 50.00	0.00	6.67	0.00	 12.00	 14.29	8.70	 13.46	 12.50	 12.00	6.67	6.06	-nan	 13.85	 14.29	6.12	9.09	9.09
gi|422934581|ref|YP_007004542.1|	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 99.29	100.00	100.00	 99.39	9.72	9.72	9.72	9.72	7.02	6.15	6.49	7.69	 16.67	 10.68	 13.21	 14.15	 15.09	 15.09	5.66	5.66	5.66	5.66	5.66	5.66	 11.32	 11.32	 11.32	 11.32	3.45	3.45	3.45	3.45	3.45	 12.73	 10.91	 10.91	 10.91	8.33	8.33	 10.00	 13.56	 13.56	4.92	9.38	9.38	9.38	6.25	7.81	8.33	2.27	4.76	 15.62	 15.62	 12.12	 13.25	 11.69	9.09	6.38	3.51	3.51	 10.81	 11.11	6.67	2.27	2.27	6.67	6.67	6.67	6.25	 11.63	 15.38	 13.33	 13.33	 10.81	 10.81	 10.81	 13.51	 13.51	2.22	6.67	 11.11	 11.11	 10.00	8.16	9.52	2.22	3.51	 12.50	7.69	7.41	8.33	8.33	7.27	 12.20	9.43	 18.87	9.43	 13.79	4.26	4.00	0.00	0.00	0.00	8.00	4.35	 15.79	4.00	4.00	6.90	5.88	6.90	3.57	3.57	8.00	4.76	 17.65	0.00	 12.77	 16.28	 16.28	 31.58	 30.16	6.90	6.90	 12.50	 14.58	 19.57	8.82	8.77	8.77	8.77	 18.18	4.55	4.55	2.70	8.33	 11.54	6.90	6.90	6.90	 19.35	 12.00	 16.67	 17.65	 10.00	 10.00	 12.90	6.98	7.50	7.50	 17.78	 14.63	 15.79	 15.79	 15.79	 15.79	 15.00	4.55	4.55	6.06	6.67	0.00	6.06	 22.22	 11.11	9.09	 11.11	 11.90	 14.58	7.32	 11.94	 12.50	 12.20	6.45	8.33	 20.00	 15.29	 18.75	 10.94	 12.86	 12.86
gi|712914998|ref|YP_009102635.1|	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 99.29	100.00	100.00	 99.39	9.72	9.72	9.72	9.72	7.02	6.15	6.49	7.69	 16.67	 10.68	 13.21	 14.15	 15.09	 15.09	5.66	5.66	5.66	5.66	5.66	5.66	 11.32	 11.32	 11.32	 11.32	3.45	3.45	3.45	3.45	3.45	 12.73	 10.91	 10.91	 10.91	8.33	8.33	 10.00	 13.56	 13.56	4.92	9.38	9.38	9.38	6.25	7.81	8.33	2.27	4.76	 15.62	 15.62	 12.12	 13.25	 11.69	9.09	6.38	3.51	3.51	 10.81	 11.11	6.67	2.27	2.27	6.67	6.67	6.67	6.25	 11.63	 15.38	 13.33	 13.33	 10.81	 10.81	 10.81	 13.51	 13.51	2.22	6.67	 11.11	 11.11	 10.00	8.16	9.52	2.22	3.51	 12.50	7.69	7.41	8.33	8.33	7.27	 12.20	9.43	 18.87	9.43	 13.79	4.26	4.00	0.00	0.00	0.00	8.00	4.35	 15.79	4.00	4.00	6.90	5.88	6.90	3.57	3.57	8.00	4.76	 17.65	0.00	 12.77	 16.28	 16.28	 31.58	 30.16	6.90	6.90	 12.50	 14.58	 19.57	8.82	8.77	8.77	8.77	 18.18	4.55	4.55	2.70	8.33	 11.54	6.90	6.90	6.90	 19.35	 12.00	 16.67	 17.65	 10.00	 10.00	 12.90	6.98	7.50	7.50	 17.78	 14.63	 15.79	 15.79	 15.79	 15.79	 15.00	4.55	4.55	6.06	6.67	0.00	6.06	 22.22	 11.11	9.09	 11.11	 11.90	 14.58	7.32	 11.94	 12.50	 12.20	6.45	8.33	 20.00	 15.29	 18.75	 10.94	 12.86	 12.86
gi|713322464|ref|YP_009098548.1|	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 98.57	 99.39	 99.39	100.00	9.72	9.72	9.72	9.72	7.02	6.15	6.49	7.69	 16.67	 10.68	 13.21	 14.15	 15.09	 15.09	5.66	5.66	5.66	5.66	5.66	5.66	 11.32	 11.32	 11.32	 11.32	3.45	3.45	3.45	3.45	3.45	 12.73	 10.91	 10.91	 10.91	8.33	8.33	 10.00	 13.56	 13.56	4.92	9.38	9.38	9.38	6.25	7.81	8.33	2.27	4.76	 15.62	 15.62	 12.12	 13.25	 11.69	9.09	6.38	3.51	3.51	 10.81	 11.11	6.67	2.27	2.27	6.67	6.67	6.67	6.25	 11.63	 15.38	 13.33	 13.33	 10.81	 10.81	 10.81	 13.51	 13.51	2.22	6.67	 11.11	 11.11	 10.00	8.16	9.52	2.22	3.51	 12.50	7.69	7.41	8.33	8.33	7.27	 12.20	9.43	 18.87	9.43	 13.79	4.26	4.00	0.00	0.00	0.00	8.00	4.35	 15.79	4.00	4.00	6.90	5.88	6.90	3.57	3.57	8.00	4.76	 17.65	0.00	 12.77	 16.28	 16.28	 31.58	 30.16	6.90	6.90	 12.50	 14.58	 19.57	8.82	8.77	8.77	8.77	 18.18	4.55	4.55	2.70	8.33	 11.54	6.90	6.90	6.90	 19.35	 12.00	 16.67	 17.65	 10.00	 10.00	 12.90	6.98	7.50	7.50	 17.78	 14.63	 15.79	 15.79	 15.79	 15.79	 15.00	4.55	4.55	6.06	6.67	0.00	6.06	 22.22	 11.11	9.09	 11.11	 11.90	 14.58	7.32	 11.94	 12.50	 12.20	6.45	8.33	 20.00	 15.29	 18.75	 10.94	 12.86	 12.86
gi|431811068|ref|YP_007238135.1|	7.14	3.57	 10.71	 10.71	7.14	 10.71	7.14	 10.71	7.14	7.14	8.82	9.72	9.72	9.72	100.00	 93.79	 93.79	 93.79	 13.70	 12.82	 14.10	 14.10	 16.28	 17.78	 19.59	 19.59	 19.59	 19.59	 10.96	 10.96	 10.96	 10.96	 10.96	 10.96	 10.61	 10.61	 10.61	 10.61	9.52	9.52	9.52	9.52	9.52	 23.81	 23.81	 23.81	 23.81	 18.75	 18.75	 17.24	 15.56	 15.56	 17.20	 19.59	 19.59	 21.65	 18.56	 17.53	7.84	 17.86	 20.37	 12.07	 12.07	 13.89	 20.51	 15.38	9.38	9.43	 17.65	 17.65	 18.89	 12.66	 20.48	 19.61	 15.69	 10.00	 10.00	 10.00	6.82	 20.00	 13.21	 16.36	 18.18	 21.43	 21.43	 21.43	 16.98	 16.98	 11.48	 16.67	 14.93	 14.93	 10.00	 15.00	 12.82	 13.11	 13.16	 20.00	 18.84	 16.18	 16.44	 16.44	 16.44	 22.22	 19.35	 17.74	 20.63	3.12	5.26	7.69	0.00	0.00	7.41	9.52	 19.05	 10.00	 14.29	 14.29	 17.95	 11.90	7.50	2.56	2.56	3.45	7.41	 13.04	0.00	 13.33	 17.24	 17.24	4.76	6.52	 14.29	 14.29	8.70	8.70	3.45	5.56	9.09	9.09	9.09	 13.51	 16.13	 16.13	0.00	 26.92	 13.11	 13.95	 13.95	 13.95	 14.29	 13.16	 15.38	6.67	 23.81	 23.81	 10.94	 11.63	 13.95	 13.95	8.51	 18.60	 21.88	 21.88	 21.88	 21.88	 10.00	 10.00	 10.00	6.25	 33.33	 15.38	0.00	 18.18	0.00	 15.38	 15.00	 16.67	 10.26	 12.20	 12.86	6.12	7.32	 10.87	 16.67	 16.67	 13.92	9.68	6.25	7.46	7.46
gi|9634120|ref|NP_037662.1|	 3.57	3.57	7.14	7.14	3.57	7.14	3.57	7.14	3.57	3.57	 10.29	9.72	9.72	9.72	 93.79	100.00	100.00	100.00	 12.33	 11.54	 12.82	 12.82	 16.28	 16.67	 18.56	 18.56	 18.56	 18.56	 12.33	 12.33	 12.33	 12.33	 12.33	 12.33	 12.12	 12.12	 12.12	 12.12	9.52	9.52	9.52	9.52	9.52	 21.43	 21.43	 21.43	 21.43	 17.71	 17.71	 17.24	 14.44	 14.44	 16.13	 18.56	 18.56	 19.59	 18.56	 16.49	7.84	 17.86	 20.37	 13.79	 13.79	 15.28	 21.79	 16.67	7.81	7.55	 16.18	 16.18	 18.89	 12.66	 20.48	 17.65	 13.73	8.33	8.33	8.33	4.55	 20.00	 13.21	 16.36	 18.18	 21.43	 21.43	 21.43	 15.09	 15.09	9.84	 13.89	 13.43	 13.43	 10.00	 13.33	 15.38	 11.48	 14.47	 16.92	 17.39	 14.71	 12.33	 12.33	 15.07	 13.33	 12.90	 12.90	 19.05	3.12	5.26	7.69	0.00	0.00	7.41	9.52	 19.05	 10.00	 14.29	 14.29	 17.95	9.52	7.50	2.56	2.56	3.45	7.41	 13.04	0.00	 13.33	 17.24	 17.24	7.14	6.52	9.52	9.52	4.35	4.35	3.45	5.56	 11.36	 11.36	 11.36	 16.22	 16.13	 16.13	0.00	 26.92	 13.11	 13.95	 13.95	 13.95	 14.29	 15.79	 15.38	 10.00	 23.81	 23.81	 12.50	 11.63	 13.95	 13.95	 10.64	 18.60	 21.88	 21.88	 21.88	 21.88	 10.00	 10.00	 10.00	6.25	 33.33	 11.54	0.00	 18.18	0.00	 15.38	 15.00	 14.29	 10.26	 12.20	 14.29	8.16	2.44	4.35	 16.67	0.00	 11.39	9.68	6.25	4.48	4.48
gi|9634165|ref|NP_037697.1|	 3.57	3.57	7.14	7.14	3.57	7.14	3.57	7.14	3.57	3.57	 10.29	9.72	9.72	9.72	 93.79	100.00	100.00	100.00	 12.33	 11.54	 12.82	 12.82	 16.28	 16.67	 18.56	 18.56	 18.56	 18.56	 12.33	 12.33	 12.33	 12.33	 12.33	 12.33	 12.12	 12.12	 12.12	 12.12	9.52	9.52	9.52	9.52	9.52	 21.43	 21.43	 21.43	 21.43	 17.71	 17.71	 17.24	 14.44	 14.44	 16.13	 18.56	 18.56	 19.59	 18.56	 16.49	7.84	 17.86	 20.37	 13.79	 13.79	 15.28	 21.79	 16.67	7.81	7.55	 16.18	 16.18	 18.89	 12.66	 20.48	 17.65	 13.73	8.33	8.33	8.33	4.55	 20.00	 13.21	 16.36	 18.18	 21.43	 21.43	 21.43	 15.09	 15.09	9.84	 13.89	 13.43	 13.43	 10.00	 13.33	 15.38	 11.48	 14.47	 16.92	 17.39	 14.71	 12.33	 12.33	 15.07	 13.33	 12.90	 12.90	 19.05	3.12	5.26	7.69	0.00	0.00	7.41	9.52	 19.05	 10.00	 14.29	 14.29	 17.95	9.52	7.50	2.56	2.56	3.45	7.41	 13.04	0.00	 13.33	 17.24	 17.24	7.14	6.52	9.52	9.52	4.35	4.35	3.45	5.56	 11.36	 11.36	 11.36	 16.22	 16.13	 16.13	0.00	 26.92	 13.11	 13.95	 13.95	 13.95	 14.29	 15.79	 15.38	 10.00	 23.81	 23.81	 12.50	 11.63	 13.95	 13.95	 10.64	 18.60	 21.88	 21.88	 21.88	 21.88	 10.00	 10.00	 10.00	6.25	 33.33	 11.54	0.00	 18.18	0.00	 15.38	 15.00	 14.29	 10.26	 12.20	 14.29	8.16	2.44	4.35	 16.67	0.00	 11.39	9.68	6.25	4.48	4.48
gi|356870678|ref|YP_004934108.1|	3.57	3.57	7.14	7.14	3.57	7.14	3.57	7.14	3.57	3.57	 10.29	9.72	9.72	9.72	 93.79	100.00	100.00	100.00	 12.33	 11.54	 12.82	 12.82	 16.28	 16.67	 18.56	 18.56	 18.56	 18.56	 12.33	 12.33	 12.33	 12.33	 12.33	 12.33	 12.12	 12.12	 12.12	 12.12	9.52	9.52	9.52	9.52	9.52	 21.43	 21.43	 21.43	 21.43	 17.71	 17.71	 17.24	 14.44	 14.44	 16.13	 18.56	 18.56	 19.59	 18.56	 16.49	7.84	 17.86	 20.37	 13.79	 13.79	 15.28	 21.79	 16.67	7.81	7.55	 16.18	 16.18	 18.89	 12.66	 20.48	 17.65	 13.73	8.33	8.33	8.33	4.55	 20.00	 13.21	 16.36	 18.18	 21.43	 21.43	 21.43	 15.09	 15.09	9.84	 13.89	 13.43	 13.43	 10.00	 13.33	 15.38	 11.48	 14.47	 16.92	 17.39	 14.71	 12.33	 12.33	 15.07	 13.33	 12.90	 12.90	 19.05	3.12	5.26	7.69	0.00	0.00	7.41	9.52	 19.05	 10.00	 14.29	 14.29	 17.95	9.52	7.50	2.56	2.56	3.45	7.41	 13.04	0.00	 13.33	 17.24	 17.24	7.14	6.52	9.52	9.52	4.35	4.35	3.45	5.56	 11.36	 11.36	 11.36	 16.22	 16.13	 16.13	0.00	 26.92	 13.11	 13.95	 13.95	 13.95	 14.29	 15.79	 15.38	 10.00	 23.81	 23.81	 12.50	 11.63	 13.95	 13.95	 10.64	 18.60	 21.88	 21.88	 21.88	 21.88	 10.00	 10.00	 10.00	6.25	 33.33	 11.54	0.00	 18.18	0.00	 15.38	 15.00	 14.29	 10.26	 12.20	 14.29	8.16	2.44	4.35	 16.67	0.00	 11.39	9.68	6.25	4.48	4.48
gi|401817591|ref|YP_006590033.1|	 19.35	 19.35	 19.35	 19.35	 19.35	 19.35	 19.35	 19.35	 19.35	 19.35	7.27	7.02	7.02	7.02	 13.70	 12.33	 12.33	 12.33	100.00	 52.87	 55.75	 55.75	 20.45	 22.22	 18.89	 20.00	 20.00	 20.00	 12.50	 12.50	 12.50	 12.50	 12.50	 12.50	 14.75	 11.48	 13.11	 13.11	 16.36	 16.36	 16.36	 16.36	 16.36	 15.09	 15.09	 15.09	 15.09	 12.26	 12.26	3.12	 13.54	 13.54	 13.27	 11.22	 11.22	 11.22	 10.20	8.16	 13.00	 20.95	 20.00	 23.13	 23.13	 27.74	 24.16	 26.57	 40.80	 50.00	 39.86	 39.86	 30.86	 29.03	 31.61	 18.10	 22.86	 22.94	 22.02	 22.94	 29.81	 22.73	 18.37	 18.37	 18.37	 22.12	 22.12	 22.12	 28.80	 28.80	 17.80	 40.57	 33.33	 32.50	 30.70	 27.19	9.52	 11.49	 15.69	7.53	 10.89	 10.42	 13.13	 13.13	8.08	 15.38	 11.90	 19.05	 12.94	 11.54	 11.86	 11.63	 10.26	 10.26	5.13	8.82	6.06	3.12	6.06	6.06	8.22	 13.33	 14.86	 13.70	 13.70	 14.58	7.69	8.33	6.25	6.94	 10.61	 10.61	 12.96	 12.07	6.06	6.06	9.52	7.14	8.33	 11.54	 10.96	 10.96	 10.96	5.77	 10.42	 10.42	 11.63	 14.29	 13.33	 11.63	9.30	9.30	 15.00	5.41	9.09	0.00	 21.74	 21.74	5.63	9.09	4.76	4.76	6.82	4.44	5.26	5.26	5.26	5.26	6.78	 12.28	 12.28	 18.18	 11.76	8.33	3.33	7.69	6.67	2.94	 25.00	 15.25	8.43	 15.69	 13.40	 12.00	 12.12	9.23	 10.17	6.67	 10.58	8.64	 10.71	 11.76	 11.76
gi|30387380|ref|NP_848209.1|	11.63	 11.63	 13.95	 13.95	 11.63	 13.95	 11.63	 13.95	 11.63	 11.63	6.78	6.15	6.15	6.15	 12.82	 11.54	 11.54	 11.54	 52.87	100.00	 77.66	 77.66	 22.11	 19.39	 19.39	 18.37	 18.37	 18.37	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 11.94	 11.94	 11.94	 11.94	 12.86	 12.86	 15.71	 12.86	 14.29	 11.76	 11.76	 11.76	 11.76	 10.09	 10.09	2.94	8.08	8.08	 11.88	 10.89	 10.89	 10.89	 11.88	 10.89	 17.48	 17.59	 16.67	 13.91	 13.91	 20.65	 22.16	 23.46	 25.78	 36.61	 27.40	 27.40	 22.02	 20.13	 22.64	 17.59	 23.15	 18.42	 18.42	 18.42	 21.70	 24.78	 17.82	 17.82	 17.82	 21.05	 21.05	 21.05	 23.26	 23.26	 13.22	 28.44	 23.39	 23.39	 26.05	 22.69	7.59	6.59	 14.02	6.19	 10.48	9.00	 11.65	 11.65	6.80	 17.86	 12.50	 19.32	 14.77	5.71	8.00	6.78	9.26	9.26	7.41	8.33	6.38	4.35	6.38	6.38	9.09	 11.11	 11.54	 11.69	 11.69	8.00	 11.11	 10.00	 10.00	9.88	9.33	9.33	7.27	9.68	7.84	7.84	8.77	 10.53	5.48	9.26	8.86	8.86	8.86	5.56	8.00	8.00	8.89	9.09	 12.00	7.02	7.02	7.02	 12.96	5.88	 22.22	8.16	6.25	6.25	7.14	 11.11	8.51	8.51	8.00	2.00	7.89	7.89	7.89	7.89	 12.16	 11.11	 11.11	8.47	 16.13	3.66	5.56	0.00	0.00	8.89	 11.43	 14.47	8.08	9.84	9.40	7.27	6.17	7.69	5.41	 13.33	 10.48	 11.22	7.92	7.62	7.62
gi|155370097|ref|YP_512255.2|	9.62	9.62	 11.54	 11.54	9.62	 11.54	9.62	 11.54	9.62	9.62	8.47	6.49	6.49	6.49	 14.10	 12.82	 12.82	 12.82	 55.75	 77.66	100.00	100.00	 24.21	 20.41	 19.39	 19.39	 19.39	 19.39	7.14	7.14	7.14	7.14	7.14	7.14	 10.45	 10.45	 10.45	 10.45	 13.10	 13.10	 15.48	 13.10	 14.29	 16.67	 16.67	 17.78	 17.78	 11.11	 11.11	5.88	9.18	9.18	 10.00	 12.00	 12.00	 12.00	 11.00	 10.00	 18.45	 18.52	 17.59	 15.48	 15.48	 21.97	 21.51	 22.65	 25.78	 35.71	 27.59	 27.59	 22.16	 18.99	 21.52	 21.30	 26.85	 16.67	 16.67	 16.67	 24.53	 23.89	 17.82	 17.82	 19.80	 20.18	 20.18	 20.18	 23.26	 23.26	 14.05	 27.52	 23.39	 22.58	 27.73	 24.37	 10.00	8.89	 13.21	6.25	 10.58	9.09	 13.73	 13.73	6.86	 20.00	 13.79	 19.54	 12.64	6.76	7.59	7.94	6.90	6.90	 10.17	 11.94	7.58	 12.31	 12.12	 12.12	6.74	 13.04	 12.36	 12.50	 12.50	 16.33	8.20	8.77	7.02	8.33	7.95	7.95	 14.81	 11.48	5.88	5.97	 12.50	 10.94	 12.64	 11.32	 11.49	 11.49	 11.49	9.26	 10.00	 10.00	 11.11	6.82	 12.22	7.89	6.58	6.58	9.46	4.11	 11.11	7.46	 13.95	 13.95	7.14	8.45	2.99	2.99	5.63	0.00	7.89	7.89	7.89	7.89	4.82	 11.11	 11.11	8.82	7.32	4.35	0.00	3.12	2.94	6.38	 11.29	 10.34	8.93	 12.20	5.80	5.45	7.77	9.23	4.35	7.69	 10.95	 11.50	8.85	7.69	7.69
