qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|160700613|ref|YP_001552288.1|	159	1274268987	WP_099466356	207	35.57	69	88.2	3e-18	33060	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia mollaretii	hypothetical protein BA3_0019	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	terminase small subunit	Yersinia mollaretii	47	28	0.5957446808510638
gi|160700618|ref|YP_001552293.1|	129	1235637926	WP_094789762	132	53.72	65	145.0	3e-41	202772	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Zooshikella	Zooshikella ganghwensis	hypothetical protein BA3_0024	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	N-acetylmuramoyl-L-alanine amidase	Zooshikella ganghwensis	47	28	0.5957446808510638
gi|160700624|ref|YP_001552299.1|	273	1021756114	WP_063368309	271	46.86	127	257.0	4e-81	43657	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea	hypothetical protein BA3_0030	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	DUF2303 domain-containing protein	Pseudoalteromonas luteoviolacea	47	28	0.5957446808510638
gi|160700626|ref|YP_001552301.1|	564	983016947	WP_060412735	551	42.25	199	340.0	9.999999999999998e-106	317	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	hypothetical protein BA3_0032	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	Heme peroxidase	Pseudomonas syringae	47	28	0.5957446808510638
gi|160700630|ref|YP_001552305.1|	277	1134099594	WP_076342863	309	42.06	90	147.0	6e-38	74829	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas balearica	hypothetical protein BA3_0036	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	DUF1376 domain-containing protein	Pseudomonas balearica	47	28	0.5957446808510638
gi|160700633|ref|YP_001552308.1|	180	545247852	WP_021546263	175	35.14	52	67.8	6.999999999999999e-11	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein BA3_0039	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	phage N-6-adenine-methyltransferase	Escherichia coli	47	28	0.5957446808510638
gi|160700636|ref|YP_001552311.1|	145	506315472	WP_015835247	148	60.14	89	187.0	2.9999999999999994e-57	291112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus asymbiotica	hypothetical protein BA3_0042	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	DUF1367 domain-containing protein	Photorhabdus asymbiotica	47	28	0.5957446808510638
gi|160700640|ref|YP_001552315.1|	224	1327483596	WP_101984623	202	46.74	86	171.0	6e-49	573	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	hypothetical protein BA3_0046	280483	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Thalassotalea Thalassotalea loyana	Proteobacteria Gammaproteobacteria Alteromonadales	Thalassotalea loyana	469660	Thalassomonas phage BA3	HNH endonuclease, partial	Klebsiella pneumoniae	47	28	0.5957446808510638
gi|157265354|ref|YP_001467913.1|	112	752799093	WP_041438523	108	47.22	51	99.4	5e-24	37636	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus scotoductus	hypothetical protein P23p60	274	root cellular organisms Bacteria Deinococcus-Thermus Deinococci Thermales Thermaceae Thermus Thermus thermophilus	Deinococcus-Thermus Deinococci Thermales	Thermus thermophilus	466051	Thermus phage P2345	DUF4326 domain-containing protein	Thermus scotoductus	117	23	0.19658119658119655
gi|157265469|ref|YP_001468027.1|	112	752799093	WP_041438523	108	47.22	51	99.8	4.0000000000000004e-24	37636	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus scotoductus	hypothetical protein P74p57	274	root cellular organisms Bacteria Deinococcus-Thermus Deinococci Thermales Thermaceae Thermus Thermus thermophilus	Deinococcus-Thermus Deinococci Thermales	Thermus thermophilus	466052	Thermus phage P7426	DUF4326 domain-containing protein	Thermus scotoductus	116	22	0.1896551724137931
gi|326425034|ref|YP_004286257.1|	113	1039655894	WP_064947930	140	46.67	63	103.0	3e-25	1834109	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. 852013-50091_SCH5140682	hypothetical protein TPA2_gp16	2061	root cellular organisms Bacteria Actinobacteria Actinobacteria Corynebacteriales Tsukamurellaceae Tsukamurella Tsukamurella paurometabola	Actinobacteria Actinobacteria Corynebacteriales	Tsukamurella paurometabola	981330	Tsukamurella phage TPA2	DUF1360 domain-containing protein	Mycobacterium sp. 852013-50091_SCH5140682	78	45	0.5769230769230769
gi|326425096|ref|YP_004286319.1|	109	1119793202	WP_072689310	193	59.26	64	108.0	9.000000000000002e-27	38311	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus marinonascens	hypothetical protein TPA2_gp78	2061	root cellular organisms Bacteria Actinobacteria Actinobacteria Corynebacteriales Tsukamurellaceae Tsukamurella Tsukamurella paurometabola	Actinobacteria Actinobacteria Corynebacteriales	Tsukamurella paurometabola	981330	Tsukamurella phage TPA2	metallophosphatase	Rhodococcus marinonascens	78	45	0.5769230769230769
gi|643319064|ref|YP_009036380.1|	222	1268617458	WP_098918321	208	28.5	59	117.0	1e-28	64104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides	hypothetical protein X878_0019	1351	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus Enterococcus faecalis	Firmicutes Bacilli Lactobacillales	Enterococcus faecalis	1458851	Enterococcus phage VD13	DUF4355 domain-containing protein	Bacillus pseudomycoides	88	30	0.3409090909090909
gi|325171004|ref|YP_004250979.1|	59	1231455139	WP_094353825	57	49.06	26	63.2	2.0000000000000002e-11	573	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	hypothetical protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	recombinase RecA	Klebsiella pneumoniae	230	53	0.23043478260869565
gi|325171045|ref|YP_004251020.1|	325	919140449	WP_052696081	731	36.22	71	90.1	2e-16	158836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	hypothetical protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	tape measure domain-containing protein	Enterobacter hormaechei	230	53	0.23043478260869565
gi|325171047|ref|YP_004251022.1|	342	921136905	WP_053087157	731	36.36	44	77.4	4e-12	550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	conserved hypothetical protein putative tail length tape measure protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	tape measure domain-containing protein	Enterobacter cloacae	230	53	0.23043478260869565
gi|325171146|ref|YP_004251121.1|	221	506600369	WP_016064809	187	33.14	57	92.4	2e-19	1537702	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. 670	hypothetical protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	HNH endonuclease	Delftia sp. 670	230	53	0.23043478260869565
gi|325171157|ref|YP_004251132.1|	337	1172322279	WP_080705558	287	50.78	131	271.0	2e-85	518	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	hypothetical protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	RNase H superfamily protein	Bordetella bronchiseptica	230	53	0.23043478260869565
gi|325171177|ref|YP_004251152.1|	210	490922598	WP_004784468	242	38.89	70	114.0	3e-27	1217710	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 899	hypothetical protein	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979525	Vibrio phage ICP1	AP2 domain-containing protein	Acinetobacter sp. NIPH 899	230	53	0.23043478260869565
gi|682123905|ref|YP_009056220.1|	134	729044397	WP_033928829	150	78.91	116	231.0	2e-74	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein ICP22013AHaiti_8	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1529058	Vibrio phage ICP2_2013_A_Haiti	N-acetyltransferase, partial	Vibrio cholerae	57	55	0.9649122807017544
gi|682123922|ref|YP_009056237.1|	765	729044469	WP_033928875	765	98.69	755	1496.0	0.0	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein ICP22013AHaiti_25	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1529058	Vibrio phage ICP2_2013_A_Haiti	collagen-like protein	Vibrio cholerae	57	55	0.9649122807017544
gi|325171207|ref|YP_004251179.1|	150	729044397	WP_033928829	150	85.23	127	275.0	9.999999999999999e-92	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein ViPhICP2p08	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979533	Vibrio phage ICP2	N-acetyltransferase, partial	Vibrio cholerae	72	64	0.8888888888888888
gi|325171224|ref|YP_004251196.1|	765	729052973	WP_033934234	765	95.42	730	1364.0	0.0	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein ViPhICP2p25	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979533	Vibrio phage ICP2	collagen-like protein	Vibrio cholerae	72	64	0.8888888888888888
gi|325171267|ref|YP_004251239.1|	62	729052985	WP_033934246	620	77.78	35	71.2	2e-12	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein ViPhICP2p68	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	979533	Vibrio phage ICP2	anaerobic ribonucleoside triphosphate reductase	Vibrio cholerae	72	64	0.8888888888888888
gi|514052001|ref|YP_008126764.1|	136	739327215	WP_037189649	142	49.24	65	120.0	1.9999999999999997e-31	1509405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudorhizobium	Pseudorhizobium pelagicum	hypothetical protein JA1_0001	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1283071	Vibrio phage JA-1	DUF2493 domain-containing protein	Pseudorhizobium pelagicum	79	33	0.4177215189873418
gi|514052033|ref|YP_008126796.1|	106	1046476413	WP_065647756	338	38.68	41	82.8	1e-16	472693	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea eucrina	hypothetical protein JA1_0033	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1283071	Vibrio phage JA-1	ATP-binding protein	Pantoea eucrina	79	33	0.4177215189873418
gi|514052035|ref|YP_008126798.1|	243	738279259	WP_036233770	348	36.17	85	157.0	5.999999999999999e-42	404770	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium litorale	hypothetical protein JA1_0035	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1283071	Vibrio phage JA-1	ATP-binding protein	Marinobacterium litorale	79	33	0.4177215189873418
gi|514052042|ref|YP_008126805.1|	332	1055341885	WP_067006489	821	57.47	150	317.0	3.9999999999999996e-97	478	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella nonliquefaciens	hypothetical protein JA1_0042	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1283071	Vibrio phage JA-1	DNA polymerase I	Moraxella nonliquefaciens	79	33	0.4177215189873418
gi|514052048|ref|YP_008126811.1|	640	1070432568	WP_069729519	728	44.39	285	571.0	0.0	472705	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea conspicua	hypothetical protein JA1_0048	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1283071	Vibrio phage JA-1	DUF3987 domain-containing protein	Pantoea conspicua	79	33	0.4177215189873418
gi|17975108|ref|NP_536630.1|	301	446054298	WP_000132153	301	100.0	301	610.0	0.0	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein K139p03	45888	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae Vibrio cholerae O139	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae O139	70734	Vibrio phage K139	NAD-dependent DNA ligase	Vibrio cholerae	44	44	1.0
gi|17975120|ref|NP_536642.1|	178	446678893	WP_000756239	178	100.0	178	371.0	9.999999999999997e-129	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein K139p15	45888	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae Vibrio cholerae O139	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae O139	70734	Vibrio phage K139	DUF262 domain-containing protein	Vibrio cholerae	44	44	1.0
gi|17975121|ref|NP_536643.1|	112	447063152	WP_001140408	112	100.0	112	224.0	5.999999999999999e-73	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein K139p16	45888	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae Vibrio cholerae O139	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae O139	70734	Vibrio phage K139	XRE family transcriptional regulator	Vibrio cholerae	44	44	1.0
gi|17975133|ref|NP_536655.1|	53	729043451	WP_033928132	219	100.0	53	106.0	1e-26	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein K139p28	45888	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae Vibrio cholerae O139	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae O139	70734	Vibrio phage K139	phage virion morphogenesis protein	Vibrio cholerae	44	44	1.0
gi|17975142|ref|NP_536664.1|	110	447035747	WP_001113003	110	100.0	110	223.0	8.999999999999998e-73	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein K139p37	45888	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae Vibrio cholerae O139	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae O139	70734	Vibrio phage K139	DUF2590 domain-containing protein	Vibrio cholerae	44	44	1.0
gi|165970250|ref|YP_001650881.1|	178	446678893	WP_000756239	178	100.0	178	371.0	9.999999999999997e-129	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein KP16	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	493906	Vibrio phage kappa	DUF262 domain-containing protein	Vibrio cholerae	45	44	0.9777777777777776
gi|165970272|ref|YP_001650903.1|	110	447035747	WP_001113003	110	100.0	110	223.0	8.999999999999998e-73	666	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	hypothetical protein KP38	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	493906	Vibrio phage kappa	DUF2590 domain-containing protein	Vibrio cholerae	45	44	0.9777777777777776
gi|34419348|ref|NP_899361.1|	94	518196728	WP_019366936	97	50.0	41	87.8	7e-20	286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		conserved hypothetical protein	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	MULTISPECIES: DUF4326 domain-containing protein	Pseudomonas	381	126	0.3307086614173229
gi|34419371|ref|NP_899384.1|	192	1238725720	WP_095369105	190	45.92	90	176.0	8e-52	2025950	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NBT06-2	hypothetical protein KVP40.0137	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	SAM-dependent methyltransferase	Pseudoalteromonas sp. NBT06-2	381	126	0.3307086614173229
gi|34419388|ref|NP_899401.1|	123	1011716553	WP_062560385	119	46.02	52	100.0	5.999999999999999e-24	34004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminovorans	conserved hypothetical protein	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	DUF2493 domain-containing protein	Paracoccus aminovorans	381	126	0.3307086614173229
gi|34419482|ref|NP_899495.1|	109	947619235	WP_056282260	118	41.75	43	77.0	1.9999999999999998e-15	1736295	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter sp. Leaf189	hypothetical protein KVP40.0249	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	DUF3307 domain-containing protein	Dyadobacter sp. Leaf189	381	126	0.3307086614173229
gi|34419519|ref|NP_899532.1|	84	1254185105	WP_097114777	105	53.75	43	89.7	9.000000000000001e-21	194196	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella filiformis	hypothetical protein KVP40.0285	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	permease	Alysiella filiformis	381	126	0.3307086614173229
gi|34419530|ref|NP_899543.1|	98	1224343248	WP_092368630	100	76.84	73	159.0	8e-48	1227549	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cribrihabitans	Cribrihabitans marinus	hypothetical protein KVP40.0296	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	DUF2829 domain-containing protein	Cribrihabitans marinus	381	126	0.3307086614173229
gi|34419534|ref|NP_899547.1|	478	1131020673	WP_075780262	487	40.24	198	347.0	2.999999999999999e-110	1545835	Bacteria	Thermotogae	Thermotogae	Petrotogales		Marinitoga	Marinitoga sp. 1137	hypothetical protein KVP40.0300	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	DUF2828 domain-containing protein	Marinitoga sp. 1137	381	126	0.3307086614173229
gi|34419572|ref|NP_899585.1|	291	1200058908	WP_087504333	299	39.46	116	183.0	7e-52	508461	Bacteria	Proteobacteria	Gammaproteobacteria			Neiella	Neiella marina	hypothetical protein KVP40.0339	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	Band 7 protein	Neiella marina	381	126	0.3307086614173229
gi|34419601|ref|NP_899614.1|	394	738341515	WP_036294137	521	25.72	107	122.0	3e-27	39770	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter whittenburyi	hypothetical protein KVP40.0369	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	75320	Vibrio phage KVP40	ankyrin repeat domain-containing protein	Methylobacter whittenburyi	381	126	0.3307086614173229
gi|422937639|ref|YP_007007842.1|	175	501634177	WP_012606870	279	31.29	51	70.5	2.0000000000000002e-11	920	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	hypothetical protein pVp-1_0019	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	DUF4326 domain-containing protein	Acidithiobacillus ferrooxidans	157	43	0.2738853503184713
gi|422937654|ref|YP_007007857.1|	717	1296544704	WP_100753840	706	58.44	419	872.0	0.0	1323749	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio salilacus	hypothetical protein pVp-1_0034	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	anaerobic ribonucleoside-triphosphate reductase	Vibrio salilacus	157	43	0.2738853503184713
gi|422937657|ref|YP_007007860.1|	564	780300693	WP_045551828	574	52.06	291	602.0	0.0	1844	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides luteus	hypothetical protein pVp-1_0037	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	ribonucleoside-diphosphate reductase	Nocardioides luteus	157	43	0.2738853503184713
