,NC_031281,NC_015252,NC_028911,NC_009552,NC_028804,NC_028784,NC_022329,NC_028897,NC_027339,NC_029031,NC_028892,NC_004775,NC_009531,NC_030904,NC_020483,NC_019932,NC_018085,NC_019402,NC_009813,NC_031077,NC_021794,NC_028896,NC_002668,NC_027397,NC_025428,NC_017968,NC_024213,NC_024137,NC_019921,NC_012784,NC_031129,NC_009812,NC_029116,NC_024365,NC_022749,NC_012756,NC_028764,NC_004066,NC_019502,NC_002670,NC_024370,NC_019513,NC_023500,NC_019507,NC_029010,NC_021800,NC_029078,NC_003216,NC_022758,NC_013696,NC_021539,NC_021789,NC_003524,NC_007058,NC_003291,NC_028905,NC_002667,NC_029008,NC_009231,NC_028856,NC_021796,NC_026609,NC_022767,NC_011318,NC_011802,NC_002671,NC_029073,NC_025470,NC_028656,NC_019931,NC_028931,NC_028886,NC_029025,NC_002321,NC_023589,NC_009810,NC_028903,NC_031016,NC_019715,NC_024384,NC_002796,NC_028851,NC_024387,NC_007045,NC_025460,NC_004996,NC_007458,NC_020873,NC_005354,NC_021792,NC_004313,NC_008721,NC_021326,NC_009815,NC_006949,NC_006557,NC_020482,NC_019508,NC_025461,NC_029069,NC_017985,NC_024788,NC_021864,NC_027990,NC_023007,NC_007917,NC_019422,NC_031264,NC_018283,NC_013059,NC_011976,NC_028835,NC_029003,NC_027299,NC_016654,NC_027393,NC_005891,NC_005879,NC_025427,NC_005262,NC_026594,NC_005357,NC_024141,NC_019710,NC_028696,NC_017973,NC_003315,NC_001697,NC_028952,NC_028677,NC_028910,NC_001396,NC_022750,NC_004745,NC_022757,NC_028943,NC_024211,NC_028888,NC_018279,NC_019486,NC_023718,NC_002669,NC_019708,NC_031091,NC_022747,NC_027398,NC_031041,NC_007024,NC_021339,NC_011373,NC_022330,NC_022085,NC_016652,NC_022324,NC_021332,NC_011022,NC_027986,NC_023706,NC_031019,NC_001317,NC_028999,NC_025436,NC_028980,NC_016650
NC_016654,1,1,2,1,2,2,2,2,3,3,4,2,3,4,4,5,3,2,3,2,0,3,3,0,5,6,1,2,2,3,3,4,1,4,1,0,1,1,0,1,1,1,1,2,1,1,2,2,3,3,5,1,3,3,4,2,2,3,3,3,1,3,1,2,3,4,1,1,1,3,1,0,1,1,1,1,0,0,2,2,3,2,0,2,2,3,3,2,3,3,4,4,3,2,4,4,5,3,3,2,3,5,4,2,4,2,3,3,6,4,4,5,7,9,,5,5,5,7,5,4,4,4,2,6,7,5,5,2,2,3,5,5,5,4,0,4,2,3,3,4,2,2,3,4,3,2,2,1,1,5,5,4,3,4,4,3,3,4,4,2,1,5,2
NC_027393,0,0,1,1,2,2,2,1,3,1,1,0,2,2,2,1,1,0,2,0,3,3,4,2,3,4,3,5,2,3,0,1,2,4,2,2,1,1,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,1,1,1,2,2,3,3,3,2,3,3,3,3,1,2,2,2,1,2,1,1,1,1,2,2,3,3,3,4,3,3,4,2,2,2,4,5,3,2,0,4,3,2,3,2,1,2,2,1,3,1,0,0,3,3,3,3,3,4,5,5,,12,12,8,7,5,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,3,2,4,5,3,2,3,2,2,3,3,4,3,2,4,4,3,4,2,4,3,3,4,4,2,2,4,2
NC_005891,0,0,1,1,2,2,2,1,3,1,1,0,2,2,2,1,1,0,2,0,3,3,4,2,3,4,3,5,2,3,0,1,2,4,2,2,1,1,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,1,1,1,2,2,3,3,3,2,3,3,3,3,1,2,2,2,1,2,1,1,1,1,2,2,3,3,3,4,3,3,4,2,2,2,4,5,3,2,0,4,3,2,3,2,1,2,2,1,3,1,0,0,3,3,3,3,3,4,5,5,12,,12,8,7,5,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,3,2,4,5,3,2,3,2,2,3,3,4,3,2,4,4,3,4,2,4,3,3,4,4,2,2,4,2
NC_005879,0,0,1,1,2,2,2,1,3,1,1,0,2,2,2,1,1,0,2,0,3,3,4,2,3,4,3,5,2,3,0,1,2,4,2,2,1,1,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,1,1,1,2,2,3,3,3,2,3,3,3,3,1,2,2,2,1,2,1,1,1,1,2,2,3,3,3,4,3,3,4,2,2,2,4,5,3,2,0,4,3,2,3,2,1,2,2,1,3,1,0,0,3,3,3,3,3,4,5,5,12,12,,8,7,5,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,3,2,4,5,3,2,3,2,2,3,3,4,3,2,4,4,3,4,2,4,3,3,4,4,2,2,4,2
NC_025427,1,1,4,2,3,3,3,2,2,3,2,0,1,1,1,3,1,0,2,3,1,2,4,1,3,3,3,3,2,3,1,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,1,2,2,2,2,0,2,1,3,3,3,4,3,2,2,2,3,3,2,2,4,4,3,3,2,4,3,3,3,4,2,3,3,3,3,2,1,2,3,3,5,5,5,6,7,7,8,8,8,,8,7,6,5,4,5,5,4,4,5,5,6,7,6,6,3,3,3,4,5,6,4,2,2,3,4,3,4,5,3,4,4,4,4,4,5,7,4,3,5,5,3,2,5,1
NC_005262,1,1,3,2,3,3,3,2,2,2,2,1,3,3,2,2,1,0,3,1,1,1,2,1,2,3,1,3,2,2,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,2,0,2,2,2,1,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,3,2,1,3,1,1,2,2,4,1,0,1,2,2,5,5,4,4,5,5,7,7,7,8,,8,7,4,4,6,6,5,5,5,6,5,5,5,5,2,1,1,4,3,3,2,2,2,3,5,5,4,5,3,2,4,4,3,4,4,5,4,3,4,5,3,3,5,1
NC_026594,2,4,4,3,4,4,4,4,3,4,2,1,1,3,1,1,3,0,2,1,0,1,5,2,4,2,2,2,4,4,0,1,3,3,1,2,3,2,0,3,1,0,0,0,1,1,2,1,1,1,2,2,3,4,4,0,0,2,1,2,2,3,3,3,2,3,0,2,2,2,3,3,5,2,2,3,2,3,3,3,2,3,2,3,2,3,3,2,1,3,2,3,3,1,4,4,5,2,3,2,1,2,2,5,1,0,1,3,3,3,3,5,6,5,4,5,5,5,7,8,,8,6,4,5,5,7,7,5,8,6,5,6,6,2,4,4,6,5,3,4,4,2,5,7,4,4,5,7,4,4,4,2,4,4,7,4,1,3,3,4,3,2,0
NC_005357,2,3,5,3,3,3,3,4,5,3,1,1,2,1,1,2,4,1,3,1,0,1,4,2,3,1,0,1,1,1,0,1,1,4,3,2,3,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,5,3,0,0,2,1,1,0,2,2,2,1,3,1,1,0,0,1,3,5,1,2,2,2,1,2,2,2,2,0,1,1,2,2,1,2,2,2,1,2,1,2,2,3,1,3,2,1,2,2,3,1,0,1,1,3,3,3,4,4,5,4,4,4,4,6,7,8,,4,3,5,4,5,5,3,4,4,4,4,4,1,0,1,2,2,1,1,2,1,4,6,4,3,4,3,1,3,3,2,2,4,4,4,2,3,4,4,4,3,1
NC_024141,1,2,3,1,4,4,4,2,1,0,2,3,1,0,1,1,1,1,2,3,2,3,5,2,1,3,2,1,1,2,1,2,3,5,2,2,2,2,0,2,1,2,1,3,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,4,3,3,1,0,3,2,3,1,4,2,1,1,3,2,3,2,4,2,2,3,3,2,3,0,0,1,1,1,2,2,5,3,2,1,2,5,3,4,4,5,5,2,5,7,4,4,4,6,6,9,4,4,4,4,5,4,6,4,,6,2,1,3,3,3,5,5,7,8,8,5,3,3,6,6,5,4,3,7,2,4,0,3,4,3,3,2,2,2,2,1,5,3,0,2,2,6,2,3,5
NC_019710,1,1,4,4,2,2,2,1,0,2,3,1,4,2,3,3,2,2,3,2,3,2,4,0,2,1,3,3,2,2,4,3,2,2,2,2,2,2,1,1,1,0,1,1,1,0,1,2,0,1,1,2,2,2,2,2,4,1,0,1,1,1,0,2,0,2,1,3,2,1,0,2,1,1,1,3,2,2,2,1,4,2,3,2,2,1,2,2,0,0,0,2,2,3,2,1,0,0,0,6,1,4,3,2,2,2,2,6,3,4,4,6,6,5,2,3,3,3,4,4,4,3,6,,1,1,2,2,4,4,7,4,5,5,4,2,1,4,5,3,3,2,3,1,2,2,2,2,6,5,3,3,2,5,3,3,0,0,0,0,2,1,1,3
NC_028696,1,1,1,2,0,0,0,2,3,3,2,2,3,3,1,4,2,1,3,3,2,4,4,0,3,3,1,1,2,2,1,3,2,3,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,3,2,2,3,2,3,1,3,2,2,1,2,4,1,1,1,1,1,1,1,2,2,1,1,2,4,3,3,2,2,1,3,1,1,3,4,3,2,2,1,3,3,7,5,5,2,3,3,2,2,1,1,1,3,2,3,3,2,6,5,6,4,4,4,5,6,5,5,2,1,,8,4,4,1,4,2,5,3,3,2,2,2,3,4,2,4,3,2,4,4,4,2,4,2,1,3,3,3,2,4,3,5,2,3,4,4,4,4,2
NC_017973,1,2,1,2,1,1,1,2,3,3,4,3,4,5,3,5,3,2,4,2,2,4,4,1,8,6,3,3,4,5,1,2,2,2,1,0,2,1,0,2,2,1,1,2,1,1,2,2,3,3,2,3,3,2,3,2,2,2,0,1,2,2,0,1,0,2,4,2,3,2,0,0,1,1,2,2,1,0,1,3,3,3,3,0,4,3,3,4,7,3,4,5,2,1,3,3,5,5,5,0,1,2,0,2,0,1,0,1,2,3,3,1,5,5,7,4,4,4,5,6,5,4,1,1,8,,8,8,1,5,2,3,3,3,1,2,4,3,2,1,3,3,3,2,4,4,5,3,2,2,4,4,4,2,5,2,3,3,3,5,3,2,6,2
NC_003315,0,1,2,2,2,2,2,1,2,1,3,1,2,4,2,2,3,1,3,2,2,3,3,3,7,5,1,2,3,3,2,1,3,3,2,1,2,1,0,5,2,0,1,1,1,1,1,2,2,2,2,3,3,3,4,1,1,3,2,0,0,2,2,1,1,1,1,1,1,1,1,1,3,1,0,2,2,2,3,2,2,2,1,1,3,3,3,3,4,2,4,4,1,1,3,3,2,2,2,2,1,3,2,4,1,0,2,0,2,1,1,1,4,4,5,4,4,4,4,5,7,5,3,2,4,8,,12,3,5,3,3,4,4,1,1,3,4,2,0,1,1,0,1,4,2,4,2,3,1,4,4,2,2,4,3,4,3,3,4,1,2,4,0
NC_001697,0,1,2,2,2,2,2,1,2,1,3,1,2,4,2,2,3,1,3,2,2,3,3,3,7,5,1,2,3,3,2,1,3,3,2,1,2,1,0,5,2,0,1,1,1,1,1,2,2,2,2,3,3,3,4,1,1,3,2,0,0,2,2,1,1,1,1,1,1,1,1,1,3,1,0,2,2,2,3,2,2,2,1,1,3,3,3,3,4,2,4,4,1,1,3,3,2,2,2,2,1,3,2,4,1,0,2,0,2,1,1,1,4,4,5,4,4,4,4,5,7,5,3,2,4,8,12,,3,5,3,3,4,4,1,1,3,4,2,0,1,1,0,1,4,2,4,2,3,1,4,4,2,2,4,3,4,3,3,4,1,2,4,0
NC_028952,2,2,2,2,4,4,4,3,2,3,0,0,1,3,2,2,2,0,3,2,0,1,2,3,1,3,4,5,2,2,2,0,0,2,0,1,1,2,0,2,0,0,0,0,2,2,4,2,3,4,3,2,2,2,2,1,2,3,2,2,3,3,4,3,5,3,1,2,5,2,4,4,2,2,1,2,3,5,5,2,2,3,3,4,4,4,3,5,3,3,2,4,3,4,4,4,5,1,2,3,3,3,3,7,3,3,3,1,2,6,6,3,2,3,2,3,3,3,5,5,5,3,3,4,1,1,3,3,,8,5,5,5,5,4,3,1,3,2,3,2,3,2,4,4,2,4,4,5,4,6,6,4,6,5,6,5,3,6,6,4,2,5,2
NC_028677,2,4,3,4,4,4,4,4,2,2,1,1,1,2,1,2,2,0,2,3,1,3,4,3,2,3,4,4,3,3,0,0,2,2,0,1,2,1,0,3,0,0,0,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,0,1,2,3,3,3,2,3,2,3,3,3,4,4,3,2,2,3,3,4,3,1,2,2,4,3,3,4,2,3,3,1,0,1,2,3,4,3,5,2,2,2,1,2,2,4,1,2,2,2,0,4,4,3,4,3,2,3,3,3,5,6,8,4,5,4,4,5,5,5,8,,7,6,6,6,2,4,3,6,5,2,3,4,3,5,6,2,6,5,6,5,5,5,3,4,4,7,3,2,3,3,2,2,5,1
NC_028910,1,3,6,4,6,6,6,5,2,2,4,3,2,5,3,4,2,2,5,2,0,1,1,1,3,3,3,2,4,4,4,3,2,2,1,1,1,1,2,3,2,1,2,2,4,3,4,5,2,4,3,2,2,1,1,3,6,1,1,1,2,3,3,1,1,3,2,4,1,3,4,4,3,4,1,4,3,5,2,2,3,2,2,2,3,4,3,3,3,1,1,2,3,5,3,2,2,0,1,3,2,3,3,3,1,1,3,5,2,4,4,6,4,3,3,3,3,3,6,5,6,4,5,7,2,2,3,3,5,7,,7,6,6,3,4,1,7,5,3,1,4,3,4,6,4,6,6,5,5,4,4,1,5,5,6,2,1,2,2,2,3,3,2
NC_001396,0,0,3,1,2,2,2,1,1,1,2,0,1,2,0,4,1,0,2,4,1,2,3,1,3,3,4,2,3,3,2,3,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,1,3,3,3,3,1,3,3,3,2,2,1,1,3,0,1,1,1,2,0,1,1,4,3,4,4,4,2,3,3,4,3,2,2,3,2,1,2,4,5,4,5,3,4,5,5,6,5,4,3,3,4,3,2,4,4,3,6,7,5,4,4,4,7,5,5,4,7,4,5,3,3,3,5,6,7,,7,7,4,2,1,6,6,5,4,2,2,2,3,1,5,7,2,3,3,3,2,2,3,5,5,1,4,4,5,2,4,2
NC_022750,1,2,4,2,4,4,4,1,1,1,3,3,2,1,1,2,1,1,3,4,2,3,7,2,1,1,4,2,0,0,3,4,2,4,1,1,1,1,0,2,0,0,1,2,1,1,1,2,2,3,4,1,3,3,3,2,3,3,4,3,4,3,3,3,2,6,1,1,3,2,3,2,3,1,1,2,3,3,4,3,5,4,3,4,2,1,3,1,1,3,4,4,1,4,6,6,3,2,3,6,6,5,6,9,5,4,7,5,2,6,6,5,6,7,5,4,4,4,6,5,6,4,8,5,3,3,4,4,5,6,6,7,,19,8,2,3,7,6,6,2,5,3,2,5,1,5,5,5,6,4,4,2,5,2,5,2,2,3,2,4,1,2,2
NC_004745,1,2,4,2,4,4,4,1,1,1,3,3,2,1,1,2,1,1,3,4,2,3,7,2,1,1,4,2,0,0,3,4,2,4,1,1,1,1,0,2,0,0,1,2,1,1,1,2,2,3,4,1,3,3,3,2,3,3,4,3,4,3,3,3,2,6,1,1,3,2,3,2,3,1,1,2,3,3,4,3,5,4,3,4,2,1,3,1,1,3,4,4,1,4,6,6,3,2,3,6,6,5,6,9,5,4,7,5,2,6,6,5,6,7,5,4,4,4,6,5,6,4,8,5,3,3,4,4,5,6,6,7,19,,8,2,3,7,6,6,2,5,3,2,5,1,5,5,5,6,4,4,2,5,2,5,2,2,3,2,4,1,2,2
NC_022757,3,3,2,1,2,2,2,2,3,2,2,3,1,1,1,2,1,1,5,3,2,4,3,2,1,2,5,3,1,1,4,3,3,4,3,2,3,3,0,4,2,2,3,4,4,5,4,6,3,4,6,4,5,4,5,5,7,6,5,5,4,5,5,5,5,5,3,2,3,4,2,1,2,2,4,4,5,4,5,4,5,4,4,7,1,1,2,1,3,4,4,2,4,6,5,6,3,3,2,7,7,6,7,7,4,2,5,7,7,8,8,6,6,4,4,3,3,3,3,2,2,1,5,4,2,1,1,1,4,2,3,4,8,8,,1,1,3,3,5,3,3,4,2,1,1,2,3,3,5,2,2,2,4,2,4,3,2,2,2,3,1,1,2
NC_028943,2,4,1,3,7,7,7,5,2,3,2,5,1,4,3,0,1,1,3,1,4,0,3,1,1,1,4,3,3,4,2,2,1,1,0,1,1,2,1,2,2,2,1,2,3,4,4,4,4,4,2,2,3,1,2,1,1,1,1,3,4,2,2,1,3,2,2,2,1,3,4,3,4,4,1,2,2,5,3,5,4,4,5,4,3,4,2,4,2,5,3,5,3,2,4,2,5,3,3,2,2,2,1,2,0,0,2,2,0,1,1,2,2,1,0,3,3,3,3,1,4,0,3,2,2,2,1,1,3,4,4,2,2,2,1,,8,5,7,7,6,8,4,3,3,2,3,4,4,4,1,1,2,3,4,5,4,1,3,3,2,0,2,2
NC_024211,2,3,0,2,5,5,5,3,1,2,2,4,2,3,4,2,3,2,1,1,4,0,3,0,4,2,4,4,3,4,3,4,2,4,1,2,2,1,1,2,2,2,1,2,2,2,2,1,5,4,4,3,5,4,5,0,0,2,1,3,4,2,2,2,3,1,2,2,2,3,3,2,3,2,1,1,1,2,4,4,3,4,2,2,3,2,6,5,2,4,4,5,4,1,5,3,4,4,4,2,2,4,3,3,2,1,1,2,2,1,1,2,2,2,4,3,3,3,3,1,4,1,3,1,2,4,3,3,1,3,1,1,3,3,1,8,,2,6,5,6,5,3,4,5,1,4,4,4,3,3,3,4,1,3,4,3,1,3,3,2,1,3,0
NC_028888,2,2,5,3,4,4,4,2,0,0,4,2,3,3,2,2,1,1,3,5,3,3,3,3,2,3,2,0,2,2,3,3,3,4,2,2,2,2,1,4,2,0,2,2,3,2,2,4,1,3,2,2,2,2,3,4,4,2,2,2,2,2,2,2,0,4,1,2,4,3,4,3,3,3,2,5,4,5,3,2,4,3,3,3,2,3,2,0,0,3,1,1,1,3,4,4,3,3,4,5,4,2,4,4,2,1,6,5,3,5,5,5,4,4,2,2,2,2,4,4,6,2,6,4,3,3,4,4,3,6,7,6,7,7,3,5,2,,9,5,3,6,3,1,3,1,3,4,4,5,2,2,2,4,3,6,3,0,2,2,4,3,3,3
NC_018279,1,1,3,3,3,3,3,1,0,1,4,2,4,1,1,2,1,1,2,3,3,2,5,1,1,2,2,1,2,2,3,4,2,4,1,1,1,1,1,2,2,0,1,1,1,0,0,2,1,1,2,1,3,2,3,2,2,2,2,3,2,2,1,2,2,2,0,1,2,2,1,0,2,2,1,3,1,3,3,3,5,4,2,3,1,2,2,1,0,4,2,1,3,3,5,4,4,3,3,6,5,4,3,2,3,1,3,6,4,5,5,5,5,5,3,4,4,4,5,3,5,2,6,5,4,2,2,2,2,5,5,6,6,6,3,7,6,9,,7,5,5,2,2,3,0,2,4,3,4,2,2,2,3,3,7,4,1,2,2,5,2,3,2
NC_019486,1,2,2,2,3,3,3,1,0,0,1,1,0,1,1,1,0,0,1,3,4,1,3,2,1,1,4,3,1,2,3,4,2,4,1,1,1,2,0,1,0,0,1,2,1,1,2,3,1,2,2,2,4,2,2,2,2,3,3,4,4,2,2,2,2,1,2,1,2,3,3,1,1,0,1,2,1,4,4,6,6,5,4,4,2,2,2,2,1,6,5,3,2,2,4,3,4,4,4,5,6,5,4,2,2,0,4,4,3,5,5,6,3,5,3,5,5,5,6,3,3,1,5,3,2,1,0,0,3,2,3,5,6,6,5,7,5,5,7,,5,6,4,2,2,0,3,5,3,6,2,2,3,5,3,6,5,2,5,5,3,0,3,1
NC_023718,2,2,0,2,3,3,3,2,2,3,0,1,0,1,2,1,1,1,2,2,3,1,4,0,2,2,5,3,3,5,1,3,0,1,0,1,1,1,0,1,0,0,0,0,1,2,4,4,3,3,3,2,4,2,3,0,1,2,3,3,2,2,3,3,3,2,1,1,1,1,1,1,2,3,2,2,2,4,4,6,4,5,5,5,3,4,5,3,2,4,2,4,5,1,3,4,6,5,6,4,2,3,3,2,3,2,3,4,3,3,3,4,5,5,4,3,3,3,4,2,4,1,4,3,4,3,1,1,2,3,1,4,2,2,3,6,6,3,5,5,,8,4,2,3,0,2,4,3,3,0,0,1,1,2,3,3,0,4,3,2,0,2,3
NC_002669,2,5,4,3,5,5,5,4,2,2,1,5,2,2,2,0,0,1,5,3,4,2,6,4,2,2,4,2,2,4,3,3,2,2,1,1,2,1,1,4,1,2,3,3,4,5,7,8,3,6,4,2,4,2,2,3,6,3,3,2,4,4,5,4,2,6,5,3,4,3,5,5,4,4,4,6,4,6,5,7,6,4,7,6,4,5,2,5,5,3,2,6,3,2,2,3,6,5,7,4,2,3,3,3,5,5,7,3,2,3,3,5,2,2,2,2,2,2,2,2,4,2,3,2,3,3,1,1,3,4,4,2,5,5,3,8,5,6,5,6,8,,7,3,10,4,4,5,4,5,1,1,3,3,4,4,4,1,6,4,3,1,2,3
NC_019708,1,2,0,0,3,3,3,3,2,1,1,5,2,2,4,2,2,3,5,3,3,4,3,2,3,4,4,3,2,4,1,1,4,4,3,2,3,2,1,2,3,3,3,3,4,3,5,6,5,5,3,4,2,2,2,3,3,3,1,1,4,3,2,3,3,5,6,2,5,4,5,3,3,2,2,1,3,3,2,2,3,1,4,3,5,4,3,3,4,2,2,3,3,2,2,2,2,4,2,1,1,3,2,3,2,1,3,6,3,2,2,4,3,5,2,3,3,3,2,2,2,1,7,3,2,3,0,0,2,3,3,2,3,3,4,4,3,3,2,4,4,7,,4,5,4,5,5,3,3,3,3,2,3,1,3,2,1,2,3,4,3,2,6
NC_031091,4,5,2,4,3,3,3,6,5,4,3,4,2,4,4,3,4,3,3,3,2,4,2,1,3,4,2,3,4,4,3,4,4,6,4,4,4,3,3,3,3,3,3,3,4,3,5,2,3,4,5,3,3,4,4,1,1,4,1,3,3,5,4,4,3,3,5,5,4,5,6,6,3,3,3,1,1,2,3,3,3,2,4,4,2,3,3,5,4,3,2,4,4,2,3,3,7,4,1,1,2,3,2,5,1,0,0,5,2,3,3,4,2,2,3,2,2,2,3,3,5,4,2,1,4,2,1,1,4,5,4,2,2,2,2,3,4,1,2,2,2,3,4,,8,6,3,4,4,2,5,5,3,3,3,5,2,1,3,3,2,3,1,0
NC_022747,5,4,4,4,5,5,6,5,4,4,2,4,2,3,4,3,3,4,4,3,1,2,8,3,3,5,1,2,7,8,3,3,3,5,1,2,1,0,6,6,2,2,2,2,2,1,4,2,2,3,5,1,1,5,4,1,9,3,3,2,3,3,4,2,3,5,4,3,5,3,5,5,3,4,2,2,2,3,6,2,3,1,2,3,2,3,3,4,4,1,3,7,3,2,1,1,6,4,4,1,1,6,3,5,2,1,2,4,4,3,3,6,2,3,4,2,2,2,4,5,7,6,4,2,4,4,4,4,4,6,6,3,5,5,1,3,5,3,3,2,3,10,5,8,,8,6,7,6,4,5,5,3,4,8,8,5,4,9,6,4,5,4,3
NC_027398,4,3,3,3,2,2,2,5,4,5,3,5,5,5,5,3,3,3,5,1,2,2,2,1,3,4,1,3,4,4,3,2,3,2,2,2,2,1,3,2,3,4,4,4,5,4,4,4,3,4,4,2,2,3,2,4,4,2,0,2,1,3,2,3,0,3,5,6,3,3,3,6,4,5,3,3,2,1,0,3,1,0,2,1,1,2,1,4,4,2,2,5,2,3,1,2,4,2,1,0,1,2,1,4,0,0,1,2,2,2,2,2,2,2,3,3,3,3,3,5,4,4,0,2,4,4,2,2,2,2,4,1,1,1,1,2,1,1,0,0,0,4,4,6,8,,3,3,3,1,5,5,4,3,4,2,2,2,1,2,2,4,2,2
NC_031041,0,2,1,1,4,4,4,2,1,0,1,3,2,3,2,4,3,2,4,3,3,1,2,2,6,3,6,5,4,5,3,2,3,2,1,1,2,0,1,3,1,1,1,2,2,1,2,3,4,4,3,4,3,2,2,0,3,2,1,1,3,1,2,1,1,1,5,3,2,3,3,2,2,1,0,0,1,3,2,2,1,2,3,1,3,3,5,5,6,2,4,3,2,3,3,3,1,2,3,1,1,3,3,3,0,1,1,2,0,1,1,2,2,2,2,3,3,3,4,4,4,3,3,2,2,5,4,4,4,6,6,5,5,5,2,3,4,3,2,3,2,4,5,3,6,3,,10,5,5,4,4,1,4,4,5,3,4,3,4,2,4,4,2
NC_007024,0,1,1,0,3,3,3,2,1,0,0,2,1,2,1,3,2,1,3,3,3,0,1,1,4,2,5,4,3,4,2,2,2,3,1,1,1,0,1,2,1,1,1,1,2,1,2,3,3,3,3,3,3,2,2,0,3,4,3,3,3,2,3,2,2,1,4,2,2,2,3,2,2,1,0,0,1,4,4,4,3,4,3,3,2,4,5,4,4,4,4,2,3,3,3,3,3,4,5,3,3,5,5,4,1,1,2,3,1,2,2,3,3,2,2,4,4,4,5,5,5,4,4,2,4,3,2,2,4,5,6,7,5,5,3,4,4,4,4,5,4,5,5,4,7,3,10,,5,5,4,4,1,4,4,6,5,3,5,6,3,4,3,2
NC_021339,3,4,2,3,4,4,4,3,2,4,0,1,1,1,2,2,3,1,1,2,2,1,3,1,2,1,5,3,2,2,3,2,4,4,3,5,4,3,2,3,1,1,2,2,3,2,3,2,2,3,3,4,3,4,5,1,4,3,1,2,4,2,2,3,2,2,2,4,4,4,4,4,4,1,2,4,2,4,4,3,1,2,4,4,2,2,2,3,0,3,3,3,2,3,3,4,2,3,2,3,1,2,3,5,0,1,1,3,0,3,3,6,5,3,1,3,3,3,3,3,7,3,3,6,2,2,3,3,5,6,5,2,5,5,3,4,4,4,3,3,3,4,3,4,6,3,5,5,,8,6,6,4,9,4,5,1,1,0,0,0,1,0,2
NC_011373,2,3,3,2,2,2,2,2,0,2,1,1,1,0,0,2,0,0,1,2,2,1,2,1,1,0,4,2,0,1,3,2,2,2,1,1,1,1,0,2,0,0,1,2,1,1,3,3,1,2,1,2,2,1,2,2,4,1,1,1,4,1,1,1,0,1,2,2,2,2,2,2,1,0,1,4,1,2,2,2,3,2,3,2,1,1,1,2,1,2,3,2,2,7,2,2,2,3,3,3,3,2,3,3,2,1,3,3,1,4,4,5,4,2,1,2,2,2,4,2,4,1,3,5,1,2,1,1,4,5,5,3,6,6,5,4,3,5,4,6,3,5,3,2,4,1,5,5,8,,4,4,3,7,6,6,1,2,1,1,0,0,0,1
NC_022330,2,3,1,1,2,2,2,4,3,4,1,2,2,3,4,4,3,2,2,1,2,2,2,1,5,7,2,4,2,2,2,1,4,7,3,1,2,1,1,2,3,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,3,1,0,2,0,1,2,3,4,4,3,2,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,3,2,2,3,3,2,4,2,3,3,3,0,2,2,4,2,4,1,2,1,2,3,4,4,4,3,4,5,4,4,4,4,4,4,3,2,3,3,4,4,4,6,5,4,3,4,4,2,1,3,2,2,2,0,1,3,5,5,5,4,4,6,4,,12,8,8,4,3,1,2,2,3,1,2,4,1
NC_022085,2,3,1,1,2,2,2,4,3,4,1,2,2,3,4,4,3,2,2,1,2,2,2,1,5,7,2,4,2,2,2,1,4,7,3,1,2,1,1,2,3,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,3,1,1,3,1,0,2,0,1,2,3,4,4,3,2,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,3,2,2,3,3,2,4,2,3,3,3,0,2,2,4,2,4,1,2,1,2,3,4,4,4,3,4,5,4,4,4,4,4,4,3,2,3,3,4,4,4,6,5,4,3,4,4,2,1,3,2,2,2,0,1,3,5,5,5,4,4,6,4,12,,8,8,4,3,1,2,2,3,1,2,4,1
NC_016652,4,5,4,2,2,2,2,3,1,4,1,2,3,2,4,5,2,2,1,3,4,4,4,4,6,7,3,2,2,2,3,3,4,7,4,2,4,2,1,4,3,4,5,5,4,4,3,4,2,3,4,3,4,4,3,4,4,4,2,3,4,3,2,4,0,3,3,5,5,4,3,4,1,2,5,5,3,2,3,2,1,1,1,1,0,0,1,3,1,3,4,3,2,3,5,3,4,5,2,2,4,2,2,3,1,2,2,1,4,6,6,4,2,4,4,3,3,3,4,3,2,2,2,2,3,4,2,2,4,3,1,2,2,2,2,2,4,2,2,3,1,3,2,3,3,4,1,1,4,3,8,8,,6,5,2,1,2,1,2,3,1,6,2
